Date,Delivering,Receiving,PCS
2021/8/28,L,X,48
2021/8/28,D,R,43
2021/8/28,H,K,42
2021/8/28,A,O,57
2021/8/28,I,E,56
2021/8/28,H,L,70
2021/8/28,L,R,209
2021/8/28,L,P,81
2021/8/28,L,O,53
2021/8/28,L,K,223
2021/8/28,L,J,42
2021/8/28,L,H,76
2021/8/28,L,D,48
2021/8/28,L,G,210
2021/8/28,K,H,239
2021/8/28,J,L,136
2021/8/28,J,K,51
2021/8/28,J,I,233
2021/8/28,J,H,63
2021/8/28,I,S,57
2021/8/28,I,J,168
2021/8/28,I,F,48
2021/8/28,K,J,61
2021/8/29,R,L,113
2021/8/29,Q,N,48
2021/8/29,R,G,53
2021/8/29,R,D,61
2021/8/29,Q,V,42
2021/8/29,Q,O,44
2021/8/29,Q,M,42
2021/8/29,M,V,57
2021/8/29,P,D,74
2021/8/29,O,R,75
2021/8/29,O,Q,90
2021/8/29,O,G,81
2021/8/29,N,V,88
2021/8/29,N,M,88
2021/8/29,N,G,48
2021/8/29,R,O,72
2021/8/29,M,N,42
2021/8/29,Q,A,74
2021/8/29,R,S,43
2021/8/29,V,N,74
2021/8/29,S,I,43
2021/8/29,Y,X,42
2021/8/29,M,G,48
2021/8/29,Y,W,57
2021/8/29,Y,L,52
2021/8/29,X,Y,57
2021/8/29,X,W,70
2021/8/29,X,L,77
2021/8/29,X,G,43
2021/8/29,S,D,0
2021/8/29,W,Y,61
2021/8/29,W,L,145
2021/8/29,V,Q,70
2021/8/29,V,M,44
2021/8/29,V,C,66
2021/8/29,V,A,44
2021/8/29,S,R,71
2021/8/29,S,Q,42
2021/8/29,S,L,57
2021/8/29,W,X,47
2021/8/29,M,C,170
2021/8/29,V,G,232
2021/8/29,L,W,203
2021/8/29,G,X,45
2021/8/29,G,V,234
2021/8/29,G,R,0
2021/8/29,G,Q,48
2021/8/29,G,O,143
2021/8/29,G,N,48
2021/8/29,G,L,319
2021/8/29,E,I,72
2021/8/29,H,J,164
2021/8/29,E,F,48
2021/8/29,D,L,45
2021/8/29,D,E,44
2021/8/29,D,A,42
2021/8/29,C,V,72
2021/8/29,C,N,0
2021/8/29,C,M,128
2021/8/29,A,Q,58
2021/8/29,L,X,42
2021/8/29,D,R,43
2021/8/29,H,K,42
2021/8/29,A,O,53
2021/8/29,I,E,49
2021/8/29,H,L,72
2021/8/29,L,P,60
2021/8/29,L,O,44
2021/8/29,L,K,170
2021/8/29,L,J,42
2021/8/29,L,R,163
2021/8/29,L,G,263
2021/8/29,L,D,50
2021/8/29,K,L,48
2021/8/29,L,H,65
2021/8/29,K,H,163
2021/8/29,J,L,101
2021/8/29,J,K,46
2021/8/29,J,I,150
2021/8/29,J,H,53
2021/8/29,I,S,48
2021/8/29,I,J,106
2021/8/29,I,F,48
2021/8/29,K,J,52
2021/8/30,R,G,45
2021/8/30,R,D,57
2021/8/30,Q,O,42
2021/8/30,Q,N,42
2021/8/30,Q,A,64
2021/8/30,P,D,64
2021/8/30,O,R,57
2021/8/30,M,C,113
2021/8/30,O,G,71
2021/8/30,N,V,81
2021/8/30,N,M,73
2021/8/30,N,G,48
2021/8/30,M,V,46
2021/8/30,M,N,43
2021/8/30,M,G,46
2021/8/30,R,L,101
2021/8/30,O,Q,66
2021/8/30,R,O,49
2021/8/30,V,Q,57
2021/8/30,S,D,0
2021/8/30,L,X,42
2021/8/30,Y,X,45
2021/8/30,Y,W,57
2021/8/30,Y,L,51
2021/8/30,X,Y,43
2021/8/30,X,W,64
2021/8/30,X,L,63
2021/8/30,X,G,42
2021/8/30,R,S,42
2021/8/30,W,Y,57
2021/8/30,W,L,133
2021/8/30,V,N,66
2021/8/30,V,M,43
2021/8/30,V,G,134
2021/8/30,V,C,67
2021/8/30,V,A,44
2021/8/30,S,R,48
2021/8/30,S,L,57
2021/8/30,W,X,44
2021/8/30,L,W,177
2021/8/30,J,K,43
2021/8/30,L,P,57
2021/8/30,G,R,0
2021/8/30,G,Q,43
2021/8/30,G,O,111
2021/8/30,G,N,48
2021/8/30,G,L,220
2021/8/30,E,I,66
2021/8/30,L,R,123
2021/8/30,G,V,186
2021/8/30,D,R,42
2021/8/30,D,E,44
2021/8/30,D,A,42
2021/8/30,C,V,57
2021/8/30,C,N,42
2021/8/30,C,M,101
2021/8/30,A,Q,48
2021/8/30,A,O,48
2021/8/30,D,L,43
2021/8/30,G,X,44
2021/8/30,E,F,43
2021/8/30,H,K,42
2021/8/30,H,J,143
2021/8/30,L,O,48
2021/8/30,L,K,127
2021/8/30,L,J,43
2021/8/30,L,H,53
2021/8/30,L,D,43
2021/8/30,K,L,48
2021/8/30,K,J,50
2021/8/30,L,G,216
2021/8/30,J,L,85
2021/8/30,K,H,136
2021/8/30,I,E,47
2021/8/30,I,F,48
2021/8/30,I,J,92
2021/8/30,H,L,63
2021/8/30,J,H,50
2021/8/30,J,I,136
2021/8/30,I,S,48
2021/8/31,O,R,51
2021/8/31,R,G,48
2021/8/31,R,D,53
2021/8/31,Q,V,0
2021/8/31,Q,N,0
2021/8/31,Q,A,65
2021/8/31,P,D,57
2021/8/31,O,Q,68
2021/8/31,R,L,99
2021/8/31,N,V,65
2021/8/31,N,M,65
2021/8/31,N,G,46
2021/8/31,M,V,46
2021/8/31,M,N,42
2021/8/31,M,G,46
2021/8/31,M,C,127
2021/8/31,O,G,70
2021/8/31,R,O,55
2021/8/31,L,X,42
2021/8/31,S,L,50
2021/8/31,Y,X,0
2021/8/31,Y,W,48
2021/8/31,Y,L,51
2021/8/31,X,Y,44
2021/8/31,X,W,60
2021/8/31,X,L,57
2021/8/31,X,G,42
2021/8/31,W,Y,54
2021/8/31,W,X,44
2021/8/31,W,L,120
2021/8/31,V,Q,57
2021/8/31,V,N,54
2021/8/31,V,M,43
2021/8/31,V,G,133
2021/8/31,V,C,64
2021/8/31,V,A,0
2021/8/31,S,Q,43
2021/8/31,R,S,42
2021/8/31,L,W,171
2021/8/31,S,R,55
2021/8/31,L,P,57
2021/8/31,G,V,175
2021/8/31,L,R,131
2021/8/31,G,R,42
2021/8/31,G,Q,48
2021/8/31,G,O,109
2021/8/31,G,N,52
2021/8/31,G,L,190
2021/8/31,E,I,70
2021/8/31,E,F,45
2021/8/31,D,R,42
2021/8/31,D,L,44
2021/8/31,D,E,42
2021/8/31,D,A,0
2021/8/31,C,V,57
2021/8/31,C,N,0
2021/8/31,C,M,96
2021/8/31,A,O,48
2021/8/31,G,X,43
2021/8/31,H,J,120
2021/8/31,A,Q,48
2021/8/31,H,L,57
2021/8/31,L,O,48
2021/8/31,L,K,107
2021/8/31,L,J,42
2021/8/31,L,H,48
2021/8/31,L,G,206
2021/8/31,H,K,43
2021/8/31,K,L,47
2021/8/31,K,J,48
2021/8/31,L,D,46
2021/8/31,J,L,92
2021/8/31,J,K,42
2021/8/31,J,I,119
2021/8/31,J,H,49
2021/8/31,I,S,48
2021/8/31,I,J,95
2021/8/31,I,F,50
2021/8/31,I,E,43
2021/8/31,K,H,120
2021/9/1,R,L,82
2021/9/1,R,G,43
2021/9/1,R,D,45
2021/9/1,Q,M,42
2021/9/1,Q,A,48
2021/9/1,P,D,48
2021/9/1,O,R,48
2021/9/1,M,C,72
2021/9/1,O,G,57
2021/9/1,N,V,49
2021/9/1,N,M,53
2021/9/1,N,G,43
2021/9/1,M,V,43
2021/9/1,M,G,0
2021/9/1,R,O,47
2021/9/1,O,Q,57
2021/9/1,R,S,42
2021/9/1,W,L,89
2021/9/1,S,Q,0
2021/9/1,L,X,0
2021/9/1,Y,X,42
2021/9/1,Y,W,44
2021/9/1,Y,L,45
2021/9/1,X,Y,0
2021/9/1,X,W,57
2021/9/1,X,G,0
2021/9/1,S,L,48
2021/9/1,W,Y,48
2021/9/1,V,Q,48
2021/9/1,V,N,51
2021/9/1,V,M,0
2021/9/1,V,G,96
2021/9/1,V,C,57
2021/9/1,V,A,0
2021/9/1,S,R,45
2021/9/1,W,X,44
2021/9/1,L,W,127
2021/9/1,X,L,57
2021/9/1,L,P,50
2021/9/1,G,X,42
2021/9/1,G,V,112
2021/9/1,G,Q,0
2021/9/1,G,O,90
2021/9/1,G,N,43
2021/9/1,G,L,126
2021/9/1,E,I,56
2021/9/1,E,F,42
2021/9/1,D,L,42
2021/9/1,D,E,0
2021/9/1,C,V,48
2021/9/1,C,N,42
2021/9/1,C,M,71
2021/9/1,A,Q,42
2021/9/1,L,R,96
2021/9/1,H,J,88
2021/9/1,H,K,42
2021/9/1,A,O,45
2021/9/1,I,E,43
2021/9/1,H,L,52
2021/9/1,L,K,86
2021/9/1,L,J,0
2021/9/1,L,H,48
2021/9/1,L,G,135
2021/9/1,L,D,43
2021/9/1,K,L,46
2021/9/1,K,J,44
2021/9/1,L,O,43
2021/9/1,J,L,66
2021/9/1,J,K,0
2021/9/1,J,I,80
2021/9/1,J,H,46
2021/9/1,I,S,42
2021/9/1,I,J,71
2021/9/1,I,F,42
2021/9/1,K,H,88
2021/9/2,R,D,44
2021/9/2,Q,V,42
2021/9/2,Q,N,42
2021/9/2,Q,M,0
2021/9/2,Q,A,43
2021/9/2,P,D,48
2021/9/2,O,R,46
2021/9/2,N,V,48
2021/9/2,O,G,49
2021/9/2,N,M,48
2021/9/2,N,G,43
2021/9/2,M,V,43
2021/9/2,M,N,42
2021/9/2,R,G,43
2021/9/2,M,G,0
2021/9/2,O,Q,56
2021/9/2,R,L,61
2021/9/2,V,C,57
2021/9/2,R,S,0
2021/9/2,X,W,49
2021/9/2,M,C,65
2021/9/2,X,L,52
2021/9/2,X,G,42
2021/9/2,W,Y,43
2021/9/2,W,X,42
2021/9/2,W,L,69
2021/9/2,R,O,43
2021/9/2,V,Q,43
2021/9/2,V,M,42
2021/9/2,V,G,80
2021/9/2,V,A,42
2021/9/2,S,R,44
2021/9/2,S,Q,42
2021/9/2,S,L,48
2021/9/2,S,D,42
2021/9/2,V,N,48
2021/9/2,L,X,0
2021/9/2,L,K,66
2021/9/2,L,R,77
2021/9/2,G,V,107
2021/9/2,G,Q,42
2021/9/2,G,O,68
2021/9/2,G,N,43
2021/9/2,G,L,107
2021/9/2,E,I,51
2021/9/2,E,F,42
2021/9/2,D,L,0
2021/9/2,D,E,42
2021/9/2,D,A,0
2021/9/2,C,V,48
2021/9/2,C,N,42
2021/9/2,L,W,84
2021/9/2,A,Q,44
2021/9/2,A,O,43
2021/9/2,G,X,43
2021/9/2,H,J,65
2021/9/2,C,M,68
2021/9/2,H,L,48
2021/9/2,H,K,43
2021/9/2,L,P,46
2021/9/2,L,J,0
2021/9/2,L,H,45
2021/9/2,L,G,114
2021/9/2,L,D,44
2021/9/2,K,L,44
2021/9/2,K,J,42
2021/9/2,L,O,43
2021/9/2,J,L,57
2021/9/2,J,K,42
2021/9/2,J,I,59
2021/9/2,J,H,46
2021/9/2,I,S,42
2021/9/2,I,J,59
2021/9/2,K,H,74
2021/9/2,I,F,43
2021/9/3,Q,M,0
2021/9/3,Q,A,47
2021/9/3,P,D,45
2021/9/3,O,R,42
2021/9/3,O,Q,48
2021/9/3,O,G,47
2021/9/3,N,G,0
2021/9/3,N,M,48
2021/9/3,M,V,0
2021/9/3,M,N,0
2021/9/3,M,G,43
2021/9/3,Q,V,42
2021/9/3,N,V,44
2021/9/3,R,D,43
2021/9/3,V,N,42
2021/9/3,R,L,61
2021/9/3,R,O,42
2021/9/3,S,L,48
2021/9/3,S,Q,42
2021/9/3,S,R,43
2021/9/3,V,C,47
2021/9/3,V,G,62
2021/9/3,V,Q,45
2021/9/3,W,L,61
2021/9/3,X,G,42
2021/9/3,X,L,48
2021/9/3,X,W,48
2021/9/3,M,C,57
2021/9/3,R,G,43
2021/9/3,L,X,42
2021/9/3,W,X,43
2021/9/3,L,R,65
2021/9/3,A,O,42
2021/9/3,C,M,56
2021/9/3,C,V,45
2021/9/3,L,W,84
2021/9/3,D,E,42
2021/9/3,E,F,42
2021/9/3,E,I,48
2021/9/3,G,L,83
2021/9/3,G,O,57
2021/9/3,G,Q,42
2021/9/3,G,V,72
2021/9/3,G,X,42
2021/9/3,H,J,0
2021/9/3,H,K,42
2021/9/3,G,N,46
2021/9/3,I,E,42
2021/9/3,H,L,48
2021/9/3,L,O,43
2021/9/3,L,K,57
2021/9/3,L,H,44
2021/9/3,L,G,86
2021/9/3,L,D,43
2021/9/3,L,P,45
2021/9/3,K,H,62
2021/9/3,J,L,0
2021/9/3,J,I,0
2021/9/3,I,S,0
2021/9/3,I,F,42
2021/9/3,K,L,43
2021/9/4,R,O,42
2021/9/4,R,L,57
2021/9/4,R,G,42
2021/9/4,R,D,42
2021/9/4,Q,V,42
2021/9/4,Q,A,42
2021/9/4,O,Q,48
2021/9/4,O,R,43
2021/9/4,O,G,48
2021/9/4,N,V,43
2021/9/4,N,M,46
2021/9/4,R,S,42
2021/9/4,P,D,42
2021/9/4,S,D,0
2021/9/4,X,W,0
2021/9/4,S,Q,42
2021/9/4,S,R,42
2021/9/4,V,A,42
2021/9/4,V,C,43
2021/9/4,V,G,61
2021/9/4,V,M,0
2021/9/4,V,N,0
2021/9/4,V,Q,0
2021/9/4,W,L,56
2021/9/4,W,X,0
2021/9/4,W,Y,0
2021/9/4,X,G,0
2021/9/4,X,L,48
2021/9/4,M,V,0
2021/9/4,S,L,47
2021/9/4,M,C,57
2021/9/4,M,G,42
2021/9/4,G,N,45
2021/9/4,L,W,80
2021/9/4,A,O,42
2021/9/4,A,Q,42
2021/9/4,C,M,57
2021/9/4,C,V,44
2021/9/4,D,L,42
2021/9/4,D,R,42
2021/9/4,E,I,48
2021/9/4,G,L,69
2021/9/4,G,O,63
2021/9/4,G,Q,42
2021/9/4,G,V,66
2021/9/4,H,J,45
2021/9/4,H,K,0
2021/9/4,G,X,42
2021/9/4,I,E,42
2021/9/4,L,R,59
2021/9/4,L,P,42
2021/9/4,L,O,0
2021/9/4,L,K,57
2021/9/4,L,H,42
2021/9/4,H,L,48
2021/9/4,K,L,0
2021/9/4,L,G,81
2021/9/4,J,L,44
2021/9/4,J,I,44
2021/9/4,I,S,43
2021/9/4,I,J,44
2021/9/4,I,F,42
2021/9/4,K,H,64
2021/9/5,Q,M,44
2021/9/5,O,Q,53
2021/9/5,X,W,0
2021/9/5,P,D,44
2021/9/5,O,R,42
2021/9/5,O,G,48
2021/9/5,L,W,70
2021/9/5,N,M,48
2021/9/5,N,G,0
2021/9/5,M,N,42
2021/9/5,M,G,42
2021/9/5,M,C,64
2021/9/5,Q,N,43
2021/9/5,N,V,46
2021/9/5,Q,O,42
2021/9/5,X,L,48
2021/9/5,R,G,43
2021/9/5,R,L,57
2021/9/5,R,O,47
2021/9/5,S,L,44
2021/9/5,S,R,44
2021/9/5,V,A,44
2021/9/5,V,C,45
2021/9/5,V,G,59
2021/9/5,V,M,0
2021/9/5,V,N,43
2021/9/5,V,Q,47
2021/9/5,W,L,48
2021/9/5,W,X,42
2021/9/5,X,G,0
2021/9/5,R,D,43
2021/9/5,L,R,57
2021/9/5,Q,A,45
2021/9/5,L,K,59
2021/9/5,L,P,43
2021/9/5,A,O,42
2021/9/5,A,Q,44
2021/9/5,C,M,63
2021/9/5,C,N,42
2021/9/5,C,V,44
2021/9/5,D,E,43
2021/9/5,E,F,43
2021/9/5,E,I,48
2021/9/5,G,L,70
2021/9/5,G,N,0
2021/9/5,G,O,61
2021/9/5,G,V,96
2021/9/5,G,X,43
2021/9/5,H,J,54
2021/9/5,D,L,42
2021/9/5,H,L,43
2021/9/5,L,H,43
2021/9/5,H,K,0
2021/9/5,L,G,94
2021/9/5,L,D,42
2021/9/5,K,L,42
2021/9/5,K,H,59
2021/9/5,J,L,57
2021/9/5,K,J,44
2021/9/5,J,I,55
2021/9/5,J,H,42
2021/9/5,I,S,42
2021/9/5,I,J,57
2021/9/5,I,F,42
2021/9/5,I,E,0
2021/9/6,O,R,58
2021/9/6,Q,N,48
2021/9/6,Q,M,43
2021/9/6,Q,A,70
2021/9/6,P,D,47
2021/9/6,Q,O,45
2021/9/6,O,Q,73
2021/9/6,L,X,42
2021/9/6,N,V,70
2021/9/6,N,M,61
2021/9/6,N,G,47
2021/9/6,M,V,43
2021/9/6,M,G,42
2021/9/6,L,W,108
2021/9/6,Q,V,42
2021/9/6,O,G,66
2021/9/6,R,D,43
2021/9/6,X,G,0
2021/9/6,R,L,80
2021/9/6,X,Y,0
2021/9/6,X,W,46
2021/9/6,X,L,55
2021/9/6,L,R,87
2021/9/6,W,Y,48
2021/9/6,W,X,42
2021/9/6,W,L,72
2021/9/6,V,Q,65
2021/9/6,V,N,60
2021/9/6,V,G,94
2021/9/6,V,C,57
2021/9/6,V,A,43
2021/9/6,S,R,59
2021/9/6,S,Q,42
2021/9/6,S,L,48
2021/9/6,R,S,0
2021/9/6,R,O,63
2021/9/6,R,G,48
2021/9/6,L,P,45
2021/9/6,M,C,92
2021/9/6,L,K,74
2021/9/6,G,R,0
2021/9/6,G,Q,43
2021/9/6,G,O,94
2021/9/6,G,N,46
2021/9/6,G,L,126
2021/9/6,E,I,57
2021/9/6,E,F,47
2021/9/6,G,V,188
2021/9/6,D,L,42
2021/9/6,D,A,43
2021/9/6,C,V,46
2021/9/6,C,N,42
2021/9/6,C,M,88
2021/9/6,A,Q,74
2021/9/6,A,O,46
2021/9/6,L,O,43
2021/9/6,D,E,0
2021/9/6,G,X,42
2021/9/6,D,R,42
2021/9/6,H,K,43
2021/9/6,H,J,66
2021/9/6,L,H,43
2021/9/6,L,G,182
2021/9/6,L,D,43
2021/9/6,K,L,43
2021/9/6,K,J,48
2021/9/6,K,H,68
2021/9/6,J,L,84
2021/9/6,L,J,0
2021/9/6,H,L,53
2021/9/6,J,I,65
2021/9/6,J,H,43
2021/9/6,I,S,48
2021/9/6,I,J,83
2021/9/6,I,F,48
2021/9/6,I,E,43
2021/9/6,J,K,42
2021/9/7,Q,M,57
2021/9/7,Q,N,84
2021/9/7,Q,O,59
2021/9/7,R,O,227
2021/9/7,Y,X,47
2021/9/7,Q,A,114
2021/9/7,R,L,194
2021/9/7,R,D,75
2021/9/7,P,D,86
2021/9/7,N,V,152
2021/9/7,O,Q,207
2021/9/7,O,G,190
2021/9/7,N,M,120
2021/9/7,N,G,65
2021/9/7,M,V,74
2021/9/7,M,N,43
2021/9/7,M,G,56
2021/9/7,O,R,142
2021/9/7,R,S,43
2021/9/7,Y,W,196
2021/9/7,S,L,73
2021/9/7,M,C,132
2021/9/7,Y,L,43
2021/9/7,X,Y,96
2021/9/7,X,W,88
2021/9/7,X,L,42
2021/9/7,X,G,43
2021/9/7,W,Y,151
2021/9/7,W,X,44
2021/9/7,W,L,325
2021/9/7,V,Q,122
2021/9/7,V,N,101
2021/9/7,V,M,71
2021/9/7,V,G,320
2021/9/7,V,C,71
2021/9/7,V,A,48
2021/9/7,S,R,242
2021/9/7,S,Q,42
2021/9/7,S,D,42
2021/9/7,L,W,304
2021/9/7,R,G,85
2021/9/7,L,P,68
2021/9/7,G,V,627
2021/9/7,G,R,43
2021/9/7,G,Q,61
2021/9/7,G,O,230
2021/9/7,G,N,48
2021/9/7,G,L,365
2021/9/7,E,I,127
2021/9/7,E,F,101
2021/9/7,D,R,71
2021/9/7,D,L,57
2021/9/7,D,E,50
2021/9/7,D,A,65
2021/9/7,C,V,57
2021/9/7,C,N,42
2021/9/7,C,M,117
2021/9/7,A,Q,194
2021/9/7,A,O,69
2021/9/7,G,X,44
2021/9/7,H,J,155
2021/9/7,L,R,208
2021/9/7,H,L,57
2021/9/7,H,K,82
2021/9/7,L,O,65
2021/9/7,L,K,168
2021/9/7,L,J,44
2021/9/7,L,H,57
2021/9/7,L,D,42
2021/9/7,K,L,287
2021/9/7,K,J,80
2021/9/7,L,G,614
2021/9/7,J,L,107
2021/9/7,J,K,234
2021/9/7,J,I,188
2021/9/7,I,E,119
2021/9/7,J,H,48
2021/9/7,I,S,65
2021/9/7,I,J,255
2021/9/7,I,F,101
2021/9/7,K,H,132
2021/9/8,Q,M,54
2021/9/8,Q,N,113
2021/9/8,R,G,107
2021/9/8,Q,V,45
2021/9/8,R,D,103
2021/9/8,Q,A,158
2021/9/8,Q,O,71
2021/9/8,P,D,142
2021/9/8,M,G,61
2021/9/8,O,Q,287
2021/9/8,O,G,257
2021/9/8,N,V,198
2021/9/8,N,M,43
2021/9/8,N,G,70
2021/9/8,M,V,112
2021/9/8,M,N,48
2021/9/8,R,L,287
2021/9/8,O,R,173
2021/9/8,R,O,246
2021/9/8,V,N,136
2021/9/8,S,I,44
2021/9/8,M,C,99
2021/9/8,Y,X,242
2021/9/8,Y,L,42
2021/9/8,X,Y,250
2021/9/8,X,W,278
2021/9/8,X,L,48
2021/9/8,X,G,59
2021/9/8,W,Y,122
2021/9/8,W,X,236
2021/9/8,W,L,474
2021/9/8,V,Q,171
2021/9/8,V,M,101
2021/9/8,V,G,557
2021/9/8,V,C,72
2021/9/8,V,A,43
2021/9/8,S,R,241
2021/9/8,S,L,75
2021/9/8,R,S,48
2021/9/8,L,X,46
2021/9/8,Y,W,136
2021/9/8,L,R,274
2021/9/8,G,V,820
2021/9/8,G,R,44
2021/9/8,G,Q,58
2021/9/8,G,O,331
2021/9/8,G,N,48
2021/9/8,G,L,428
2021/9/8,E,I,187
2021/9/8,E,F,96
2021/9/8,D,R,81
2021/9/8,D,L,62
2021/9/8,D,E,63
2021/9/8,D,A,66
2021/9/8,C,V,65
2021/9/8,C,N,43
2021/9/8,C,M,92
2021/9/8,A,Q,247
2021/9/8,L,W,454
2021/9/8,G,X,48
2021/9/8,H,J,104
2021/9/8,A,O,96
2021/9/8,H,L,61
2021/9/8,H,K,74
2021/9/8,L,O,78
2021/9/8,L,K,272
2021/9/8,L,J,78
2021/9/8,L,H,55
2021/9/8,L,G,342
2021/9/8,L,D,43
2021/9/8,K,L,245
2021/9/8,K,J,174
2021/9/8,L,P,94
2021/9/8,J,L,164
2021/9/8,J,K,211
2021/9/8,J,I,235
2021/9/8,J,H,48
2021/9/8,I,S,84
2021/9/8,I,J,287
2021/9/8,I,F,88
2021/9/8,I,E,132
2021/9/8,K,H,81
2021/9/9,Q,A,177
2021/9/9,Q,M,63
2021/9/9,Q,V,46
2021/9/9,Q,O,77
2021/9/9,P,D,133
2021/9/9,R,D,99
2021/9/9,Q,N,120
2021/9/9,O,R,188
2021/9/9,N,M,93
2021/9/9,O,G,278
2021/9/9,N,V,198
2021/9/9,N,G,57
2021/9/9,M,V,112
2021/9/9,M,N,80
2021/9/9,M,G,57
2021/9/9,R,G,101
2021/9/9,M,C,48
2021/9/9,O,Q,232
2021/9/9,R,L,314
2021/9/9,V,N,146
2021/9/9,R,S,48
2021/9/9,Y,X,405
2021/9/9,Y,W,46
2021/9/9,Y,L,0
2021/9/9,X,Y,363
2021/9/9,X,W,391
2021/9/9,X,L,67
2021/9/9,X,G,70
2021/9/9,W,Y,42
2021/9/9,R,O,225
2021/9/9,W,X,391
2021/9/9,V,Q,172
2021/9/9,V,M,86
2021/9/9,V,G,533
2021/9/9,V,C,66
2021/9/9,V,A,48
2021/9/9,S,R,263
2021/9/9,S,L,83
2021/9/9,S,D,44
2021/9/9,W,L,434
2021/9/9,L,X,70
2021/9/9,L,R,293
2021/9/9,L,P,88
2021/9/9,G,V,742
2021/9/9,G,R,44
2021/9/9,G,Q,57
2021/9/9,G,O,369
2021/9/9,G,N,57
2021/9/9,G,L,152
2021/9/9,E,I,211
2021/9/9,E,F,117
2021/9/9,D,R,73
2021/9/9,D,L,66
2021/9/9,D,E,64
2021/9/9,D,A,70
2021/9/9,C,V,48
2021/9/9,C,N,46
2021/9/9,C,M,86
2021/9/9,A,Q,227
2021/9/9,L,W,460
2021/9/9,G,X,50
2021/9/9,H,J,227
2021/9/9,A,O,94
2021/9/9,H,L,50
2021/9/9,L,O,68
2021/9/9,L,K,250
2021/9/9,L,J,69
2021/9/9,L,H,72
2021/9/9,L,G,90
2021/9/9,H,K,75
2021/9/9,K,L,243
2021/9/9,K,J,146
2021/9/9,L,D,43
2021/9/9,J,L,114
2021/9/9,J,K,254
2021/9/9,J,I,319
2021/9/9,J,H,52
2021/9/9,I,S,78
2021/9/9,I,J,293
2021/9/9,I,F,94
2021/9/9,I,E,133
2021/9/9,K,H,192
2021/9/10,R,D,57
2021/9/10,Q,V,86
2021/9/10,Q,O,49
2021/9/10,Q,N,43
2021/9/10,Q,M,0
2021/9/10,Q,A,90
2021/9/10,P,D,75
2021/9/10,M,G,43
2021/9/10,O,Q,96
2021/9/10,O,G,115
2021/9/10,N,V,96
2021/9/10,N,M,69
2021/9/10,N,G,43
2021/9/10,M,V,61
2021/9/10,M,N,43
2021/9/10,R,G,56
2021/9/10,O,R,78
2021/9/10,R,L,120
2021/9/10,V,N,86
2021/9/10,R,S,0
2021/9/10,M,C,42
2021/9/10,Y,W,62
2021/9/10,X,Y,105
2021/9/10,X,W,118
2021/9/10,X,L,43
2021/9/10,X,G,46
2021/9/10,W,Y,57
2021/9/10,R,O,91
2021/9/10,W,X,89
2021/9/10,V,Q,84
2021/9/10,V,M,57
2021/9/10,V,G,202
2021/9/10,V,C,49
2021/9/10,V,A,42
2021/9/10,S,R,104
2021/9/10,Y,X,108
2021/9/10,W,L,184
2021/9/10,L,W,179
2021/9/10,S,L,48
2021/9/10,L,P,57
2021/9/10,G,V,261
2021/9/10,G,R,42
2021/9/10,G,Q,45
2021/9/10,G,O,127
2021/9/10,G,N,44
2021/9/10,G,L,76
2021/9/10,E,I,106
2021/9/10,G,X,43
2021/9/10,E,F,63
2021/9/10,D,L,48
2021/9/10,D,E,46
2021/9/10,D,A,45
2021/9/10,C,V,48
2021/9/10,C,M,57
2021/9/10,A,Q,87
2021/9/10,A,O,63
2021/9/10,D,R,48
2021/9/10,H,J,148
2021/9/10,L,R,119
2021/9/10,H,L,43
2021/9/10,H,K,54
2021/9/10,L,O,50
2021/9/10,L,J,42
2021/9/10,L,H,55
2021/9/10,L,G,57
2021/9/10,L,D,0
2021/9/10,K,L,109
2021/9/10,K,J,48
2021/9/10,L,K,107
2021/9/10,J,L,63
2021/9/10,J,K,113
2021/9/10,J,I,141
2021/9/10,J,H,44
2021/9/10,I,S,55
2021/9/10,I,J,120
2021/9/10,I,F,57
2021/9/10,K,H,128
2021/9/10,I,E,70
2021/9/11,R,D,94
2021/9/11,Q,V,175
2021/9/11,Q,O,74
2021/9/11,Q,N,42
2021/9/11,Q,M,43
2021/9/11,Q,A,126
2021/9/11,N,V,153
2021/9/11,O,Q,193
2021/9/11,O,G,215
2021/9/11,N,M,138
2021/9/11,N,G,48
2021/9/11,M,V,98
2021/9/11,R,G,81
2021/9/11,P,D,124
2021/9/11,R,L,258
2021/9/11,V,G,506
2021/9/11,R,S,46
2021/9/11,Y,W,211
2021/9/11,Y,L,42
2021/9/11,W,Y,148
2021/9/11,W,L,256
2021/9/11,V,Q,128
2021/9/11,V,N,181
2021/9/11,R,O,185
2021/9/11,V,M,73
2021/9/11,V,C,64
2021/9/11,V,A,48
2021/9/11,S,R,164
2021/9/11,S,Q,43
2021/9/11,S,L,66
2021/9/11,S,I,0
2021/9/11,M,N,48
2021/9/11,M,G,52
2021/9/11,O,R,193
2021/9/11,L,W,363
2021/9/11,G,O,242
2021/9/11,G,N,57
2021/9/11,G,L,136
2021/9/11,E,I,158
2021/9/11,E,F,84
2021/9/11,D,R,63
2021/9/11,G,Q,59
2021/9/11,D,E,48
2021/9/11,C,V,57
2021/9/11,C,N,47
2021/9/11,C,M,88
2021/9/11,A,Q,168
2021/9/11,A,O,81
2021/9/11,M,C,48
2021/9/11,D,A,57
2021/9/11,G,R,42
2021/9/11,D,L,57
2021/9/11,I,E,92
2021/9/11,L,R,177
2021/9/11,G,V,565
2021/9/11,L,P,79
2021/9/11,L,O,57
